번호,분류,제목,내용,내용번호,문서
1274,경제,수색역세권 개발의 주요 도입시설은?,수색역세권 개발의 주요 도입시설은주요 도입시설은 업무시설 유통 및 상업시설 위락시설 주차장 등 입니다,2895124,수색역세권 개발의 주요 도입시설은?수색역세권 개발의 주요 도입시설은주요 도입시설은 업무시설 유통 및 상업시설 위락시설 주차장 등 입니다
1273,경제,정비사업 기본계획수립 절차는 ?,정비사업 기본계획수립 절차는 기본계획수립안 작성 주민공람 시의회 의견청취 시도시계 획위원회 심의 고시 ,2897670,정비사업 기본계획수립 절차는 ?정비사업 기본계획수립 절차는 기본계획수립안 작성 주민공람 시의회 의견청취 시도시계 획위원회 심의 고시 
1272,경제,일반건축물 대장에 공용부분을 표기 할 수 있는지 여부,일반건축물 대장에 공용부분을 표기 할 수 있는지 여부집합건물의 소유 및 관리에 관한 법률 제조의 규정에 의하면 공용부분이란 복도 계단 등 구분소유자 전원 또는 일부에 제공되는 부분을 말하는 것인 바 일반건축물에는 적용되지 않는 것이므로 일반건축물대장에 동 부분을 별도 기재할 수 없습니다 ,2897402,일반건축물 대장에 공용부분을 표기 할 수 있는지 여부일반건축물 대장에 공용부분을 표기 할 수 있는지 여부집합건물의 소유 및 관리에 관한 법률 제조의 규정에 의하면 공용부분이란 복도 계단 등 구분소유자 전원 또는 일부에 제공되는 부분을 말하는 것인 바 일반건축물에는 적용되지 않는 것이므로 일반건축물대장에 동 부분을 별도 기재할 수 없습니다 
1271,경제,도정법에서 조합설립 동의율이 얼마가 되야 조합설립인가가 되는지,도정법에서 조합설립 동의율이 얼마가 되야 조합설립인가가 되는지도정법 제조에 주택재개발사업 및 도시환경정비사업의 추진위원회가 조합을 설립하고자 할때에는 토지등소유자의 분의 이상 및 토지면적의 분의 이상의 토지소유자의 동의를 얻어야 합니다 ,2896091,도정법에서 조합설립 동의율이 얼마가 되야 조합설립인가가 되는지도정법에서 조합설립 동의율이 얼마가 되야 조합설립인가가 되는지도정법 제조에 주택재개발사업 및 도시환경정비사업의 추진위원회가 조합을 설립하고자 할때에는 토지등소유자의 분의 이상 및 토지면적의 분의 이상의 토지소유자의 동의를 얻어야 합니다 
1270,행정,당직수당 지급근거는?,당직수당 지급근거는 서울특별시은평구 지방공무원 당직수당 지급조례에 의해 지급합니다 ,2898552,당직수당 지급근거는?당직수당 지급근거는 서울특별시은평구 지방공무원 당직수당 지급조례에 의해 지급합니다 
1269,경제,재정비촉진지구의 종류는 어떻게 되나요?(재정비촉진지구의 유형),재정비촉진지구의 종류는 어떻게 되나요재정비촉진지구의 유형 재정비촉진지구의 다음의 두가지 유형으로 구분됩니다 주거지형  노후불량주택 밀집지역으로 주거환경개선과 기반시설 정비 필요지구  중심지형 상업지역 공업지역 또는 역세권 지하철역 간선도로의 교차지등 토지의 효율적 이용과 도심 또는 부도심등의 도시기능 회복이 필요한 지구 ,2894501,재정비촉진지구의 종류는 어떻게 되나요?(재정비촉진지구의 유형)재정비촉진지구의 종류는 어떻게 되나요재정비촉진지구의 유형 재정비촉진지구의 다음의 두가지 유형으로 구분됩니다 주거지형  노후불량주택 밀집지역으로 주거환경개선과 기반시설 정비 필요지구  중심지형 상업지역 공업지역 또는 역세권 지하철역 간선도로의 교차지등 토지의 효율적 이용과 도심 또는 부도심등의 도시기능 회복이 필요한 지구 
1268,경제,정비사업 기본계획수립 단위는 ?,정비사업 기본계획수립 단위는 년 마다 수립합니다,2897669,정비사업 기본계획수립 단위는 ?정비사업 기본계획수립 단위는 년 마다 수립합니다
1267,행정,민원사무란 ?,민원사무란 민원인이 행정기관에 대하여 처분 등 특정한 행위를 요구하는 사항에 관한 사무 ,2895187,민원사무란 ?민원사무란 민원인이 행정기관에 대하여 처분 등 특정한 행위를 요구하는 사항에 관한 사무 
1266,경제,관리처분계획 기준일이란?,관리처분계획 기준일이란 분양 신청기간이 만료되는 날입니다 ,2896090,관리처분계획 기준일이란?관리처분계획 기준일이란 분양 신청기간이 만료되는 날입니다 
1265,행정,통신주 이설요청은 어디서 하나요?,통신주 이설요청은 어디서 하나요은평지점 ,2898066,통신주 이설요청은 어디서 하나요?통신주 이설요청은 어디서 하나요은평지점 
1264,행정,일상감사의 범위는,일상감사의 범위는건설공사 천망원 이상각종용역 천만원 이상물품제조 구매 천만원 이상설계변경 이상 증액 ,2894795,일상감사의 범위는일상감사의 범위는건설공사 천망원 이상각종용역 천만원 이상물품제조 구매 천만원 이상설계변경 이상 증액 
1263,행정,일상감사의 목적은,일상감사의 목적은대규모 예산수반사업 구민생활과 밀접한 관련이 있는 사업의시행전 예산낭비 및 불합리한 요인을 발굴 개선하는 등시행 착오를 사전에 예방함으로서 구정의 효율성과 신뢰성 제고 ,2894794,일상감사의 목적은일상감사의 목적은대규모 예산수반사업 구민생활과 밀접한 관련이 있는 사업의시행전 예산낭비 및 불합리한 요인을 발굴 개선하는 등시행 착오를 사전에 예방함으로서 구정의 효율성과 신뢰성 제고 
1262,경제,수색 증산 재정비 촉진계획의 공원 현황은?,수색 증산 재정비 촉진계획의 공원 현황은공원은 개소 제곱미터가 계획되어 있습나다,2896089,수색 증산 재정비 촉진계획의 공원 현황은?수색 증산 재정비 촉진계획의 공원 현황은공원은 개소 제곱미터가 계획되어 있습나다
1261,경제,자동차정류장이란?,자동차정류장이란 여객자동차터미널 물류터미널 공영차고지여객자동차운수사업용 공영차고지화물자동차운수사업용 공영차고지 공동차고지 ,2896376,자동차정류장이란?자동차정류장이란 여객자동차터미널 물류터미널 공영차고지여객자동차운수사업용 공영차고지화물자동차운수사업용 공영차고지 공동차고지 
1260,행정,명절휴가비란 무엇을 말하나요?,명절휴가비란 무엇을 말하나요설날 및 추석날 현재 재직 중인 공무원이 대상이며 지급액은 지급기준일 현재의 월봉금액의 지급 ,2896658,명절휴가비란 무엇을 말하나요?명절휴가비란 무엇을 말하나요설날 및 추석날 현재 재직 중인 공무원이 대상이며 지급액은 지급기준일 현재의 월봉금액의 지급 
1259,행정,육아휴직수당은 얼마인가요?,육아휴직수당은 얼마인가요자녀을 양육하기 위하여 일 이상 휴직한 남녀공무원이 대상이며 월 만원이 지급된다 휴직일로부터 최초 년 이내 ,2896657,육아휴직수당은 얼마인가요?육아휴직수당은 얼마인가요자녀을 양육하기 위하여 일 이상 휴직한 남녀공무원이 대상이며 월 만원이 지급된다 휴직일로부터 최초 년 이내 
1258,행정,전용의 절차는?,전용의 절차는전용 절차 전용요구사업부서  심사예산부서 결정자치단체장  관계부서에 통지 ,2897313,전용의 절차는?전용의 절차는전용 절차 전용요구사업부서  심사예산부서 결정자치단체장  관계부서에 통지 
1257,행정,자유보고방이란 무엇인가요 ?,자유보고방이란 무엇인가요 하루 일과중 발생한 친절 불친절관련하여 개인이 자유롭게 작성 사건의 요지 및 본인의 대처사항 중심으로 간략하게 게시 게시자와 업무담당자만이 볼 수 있음  불친절로 연결될 경우 민원이 접수되기 전에 민원내용을 파악하여 즉시 상황에 대처 미흡한 부분 발견시 서비스컨설팅하여 같은 사례가 발생하지 않도록 행동수정 ,2895609,자유보고방이란 무엇인가요 ?자유보고방이란 무엇인가요 하루 일과중 발생한 친절 불친절관련하여 개인이 자유롭게 작성 사건의 요지 및 본인의 대처사항 중심으로 간략하게 게시 게시자와 업무담당자만이 볼 수 있음  불친절로 연결될 경우 민원이 접수되기 전에 민원내용을 파악하여 즉시 상황에 대처 미흡한 부분 발견시 서비스컨설팅하여 같은 사례가 발생하지 않도록 행동수정 
1256,행정,주식백지신탁 대상은?,주식백지신탁 대상은                    돋움                돋움                돋움                       돋움                돋움                돋움         돋움      돋움      돋움      돋움               재산등록 공개대상자구청장 및 구의원와 직계존비속이 보유한 주식의 총합계가 천만원을 초과하는 경우 이를 개월 이내에 관련기관에 백지신탁을 체결하거나 매각하여야 하며 직무와 관련이 없다고 판단되면 주식백지신탁심사위원회에 직무관련성 유무의 심사를 받아 직무관련성이 없는 경우 보유할 수 있음  ,2894793,주식백지신탁 대상은?주식백지신탁 대상은                    돋움                돋움                돋움                       돋움                돋움                돋움         돋움      돋움      돋움      돋움               재산등록 공개대상자구청장 및 구의원와 직계존비속이 보유한 주식의 총합계가 천만원을 초과하는 경우 이를 개월 이내에 관련기관에 백지신탁을 체결하거나 매각하여야 하며 직무와 관련이 없다고 판단되면 주식백지신탁심사위원회에 직무관련성 유무의 심사를 받아 직무관련성이 없는 경우 보유할 수 있음  
